,Complaints,Emotion
10841,im submitting complaint  equifax  due total disregard consumer right for several month i disputing inaccurate unverifiable information showing credit report company i requested intimate information alleged account including copy agreement signature i yet receive anything these company continue electronically verify ghost account without providing legally binding evidence signed contract complete accounting record required law they clearly lying thus reason im asking proof however company refuse provide right compliant im absolutely fed my life complete ruin result it causing enormous mental financial distress preventing getting approved credit i rightfully entitled mention ample amount time i must take try resolve matter this brought great deal harm family whole well ive enough please help i hope hear soon,Fear
7412,the mortgage account currently reported updated in applied refinance said mortgage l remove heloc loan discharged bankruptcy cleared title the lien immediately cleared credit report currently reporting entire mortgage discharged bankruptcy wasnt the mortgage reaffirmed almost year ago due inaccuracy reporting correct information declined refinance i disputed inaccuracy experian reported inaccuracy  avail do recent extensive negative impact upon livelihood i going attempt resolve retaining legal counsel please advise,Fear
5551,equifax  reporting incorrectly i day past due   account please see attached spreadsheet reporting bureau account number also please reference page attached credit report these account report balance past due however coded i currently past due present day i disputing prior late payment rather coding error these account currently coded please change coding this incorrect reporting harming credit score please keep mind impossible late account nothing owed nothing past due,Fear
20552,dear i contacting compromising social security number i victim identity theft i contacted federal trade commission filed complaint and contacted police department obtained police report which attached please block remove information credit report send updated copy credit report the following item belong result fraud i authorize   open balance     southwest credit system open balance      opened    highest balance highest balance opened you inquiry these lender accessed credit file    auto financing company inquiry date removal date  automobile dealer new inquiry date removal date     auto financing company inquiry date removal date   auto financing company inquiry date removal date   auto financing company inquiry date removal date     auto financing company inquiry date removal date    bank credit card inquiry date removal date   auto financing company inquiry date removal date   auto financing company inquiry date removal date account info report number  date generated account name    i account number  account type utility responsibility individual date opened status paid closed written,Fear
21427,transunion provide access upload document existing dispute i spend time money mailing document disputing fraudulent information credit report transunion helpful providing support already horrifying ordeal one identity theft i incurred nothing obstacle credit reporting ultimately responsible storing verifying protecting pertinent information we trust social security administration vital information yet hear information breached our bank hold next valued information possession may robbed consumer identity vaulables protected insured even consumer dispute something bank financial source putting stress consumer despicable unjust act occurred transunion item listed credit report showing long i disputed fraudulent account i need transunion remove fraudulent item i trying buy house new car asap,Fear
18557,  several hard inquiry credit report i never inquired type loan     reporting credit inquiry business i member primary gaurantor company llc these inquiry credit made also   breaking fcra only personal request credit reported the inquiry business i longer work reported personal credit inquiry,Fear
13736,i demand fcra fcdpa law verification of validation of payment history documentation and date notorized document of rightful ownership of    of alleged account,Fear
4339,   reporting incorrect balance credit report     in i got custody grandson lived alabama mother stage   fighting life i fly alabama get grandson bring back   within week grandson mother passed away i fly back alabama take funeral service i advised  property manager going i told i would late rent work rent said yes i got eviction notice i money rent i told i would  going grandkids put financial hardship i agree i owe    month rent carpet cleaning two small drill wall i hung tv i owe  i disputing amount following reason i asked resident manager  due untimely passing grandkids mother i break lease hold responsible remainng month lease said i moved unit carpet worn clean new carpet paid  administrative fee depoisits move  close i need find lease i disputing validity debt totally incorrect number depoisit i calculate around  i owe i evicted i move shelter grandkids amount inaccurate please remove either accept  i willing pay installment,Fear
19648,hello account paid full reflecting month i going mortgage seems updated please company update account credit report god bless   card  available  card  card  available   card available  card available   card  card  ,Fear
16740,identity scammed notified  others filed police report complained bank u overdraft charge     paid pocket nothing done satisfy damage discredit name a title loan satisfied taking auto credit cleared other eviction credit appealed little success however incident old cleared,Fear
7805,i borrowed i paid my balance this insane can someone help,Surprise
13548,onewest bank allowed fraudulent check written using account number i loss   dollar refused take action detail onewest bank notified incident check fraud check i issued amount cashed someone intended recipient this check cashed the date check forged endorsement back check onewest bank refuse tell information whose account check deposited an affidavit signed affirming fact when calling onewest bank expected time resolution claim changed day day day i attempted resolve matter person branch well phone i given explanation answer stolen fund returned cfpb complaint filed case  during complaint i contact   onewest call center     after filing complaint cfpb contacted   onewest bank    team phone number     continually assured would resolved day initial claim filed waiting    respond claim   refused disclose identity person whose account fraudulent check deposited i called   multiple time getting useless statement giving real time frame day money returned   refused return call since day period since claim ended i called   referred local bank branch authority reimburse fraudulent check rather address claim onewest decided direct    reference stolen fund onewest bank lost mine refuse reimburse,Fear
15078,bought engagement ring last syncrony bank they constantly took payment bank account yet claimed never got made multiple double payment claimed never got they raised balance paid  dollar well  never even spent much begin put account day late closed account sent collection even showing proof payment paid i provided date phone payment exites account the bank closed account due looking like fraud payment taken never got payment disappeared ive never late payment credit card mortgage year except company,Fear
4225,i knowledge inquiry listed delete,Happy
21406,from today i disputing fraudulent collection account fraudulent address name spelled incorrectly credit report thing i offered freezing credit tried almost year mad difference fraudulent charge added onto credit account even though credit frozen creditor still allowed fraudulent debit collector add charge credit report ive also offered free credit monitoring added statement report warning may still fraudulent charge added report i spoken credit bureau phone pleading stop letting fraudulent activity go report behalf yet still year later i still waiting someone help repair report reputation i many inaccuracy report effect badly i never able utilize credit way possible i also complained credit bureau fraudulent secured credit card i received year ago didnt right charge report i placed deposit card receive i also paying loss insurance   offered i signed credit card supposed option allowed pay card full emergency like loss job financial emergency first premier never condoned even offered incentive i payed i experienced sudden loss financial willingness pay monthly bill i also problem credit card company    card fraudulently changing date report changed date i received card swapped older date newer one collection account company credit report stay date never expire for last year i also state tax return taken away pay fraudulent debt unknown company take advantage kansa offset program several instance i idea happen state return went i given kansa offset program call multiple time i never told anything except money taken ambulance bill last year feel i financial stability robbed i lost hope time someone else using information whatever want nothing i,Fear
17536,i victim identity i notified collection creditor several time account belong i way received good service company i provided police report ftc id theft affidavit signed notarized along sworn statement regarding fraudulent account document submitted credit bureau,Fear
7377,i sent letter received response i disputing month response i feel tho i taken advantage i demand account deleted credit report immediately also united collection bureau provided proper validation account i attached sent validation account reporting they supposed send signed contract signature they violation violation well also united collection bureau reporting different amount account letter sent say totally different amount this is a violation also united collection bureau did not send anything account i never received anything i attached letter reported supposed make sure reported accurate please remove all account from my credit report immediately,Fear
8541,i called capital one check status dispute i  hearing aid company the representative said i  respond complaint deadline passed i pointed today  asked speak manager the manager claimed letter sent  gave day respond i pointed i received letter day   i also pointed i email  company dating  offering full refund i offered link upload email i also told i still needed respond letter i never received when i asked case reopened i told could law matter ag cfpb said i asked uplink send email transferred back capital one customer service department i could cancel card it abundantly clear capital one either bad employee ore misrepresents level customer service offer   id  offered cancel account spot she tell closed account i would forfeit accumulated point card fortunately i told i want work i would discovered money lost it sad  corporation sell broken hearing aid elderly better grasp u law provides better customer service defrauded people american company   id  claimed person capable helping resolve dispute refused i sincerely hope correct,Fear
2061,i contacted company   three different collection company regarding debt bill   although debt result identity theft first contacted pay    i thought law firm parking ticket scamme paying i resold   i explained i paid resold penn credit corporate reporting   i went back contacted collection company    i paid said i longer owed debt verified required contact  this debt continuesly resold tarnishing name  manager stated anything i submitted proof identiy afidavits well police report i owe debt need removed asap,Fear
12693,on i went i bank locally open health saving account i wanted move hsa account   division webster bank located  wisconsin local banking convenient customer service great a financial customer service officer local bank opened hsa account also prepared submitted online necessary document transfer account   also ensure process transferring account   underway local bank financial officer i called   confirm received request   confirmed immediately expressed strong opposition moving money wanting know trying convince i stay i let   know i going stay period  seemed begrudgingly accept hat i wanted move money when i asked long would take transfer account stated would finalized within week date receipt week period   declared maximum time frame needed finalize transfer yet date still happened on i called local bank wondering else anything needed done part mine make transaction happen my local bank said could wait i give   call find hold i called   friday their customer service confirmed received request confirmed well past maximum week period additionally confirmed nothing done end the said would expedite request call back later wednesday confirm completed transaction i received call back i called   friday i spoke same promised make everything happen call back they aknowledged followed apologized multiple time stated would make happen today call back let know taken care again i received call back a today week   still transferred account you check online consumer review posted   apparently i run even type bad behavior experienced countless people an absolute mountain terrible treatment customer,Fear
10411,this debt doe not belong to me i have never heard of this company before,Happy
3109,i deposited paycheck well fargo checking account the check cleared on account negative balance amount check due returned deposited check hold hour i still dont know happened i feel violated how check clear uncleared three month later,Sad
3954,this company i no contract legal right collect said debt reporting debt violation fcra section section b section b e please provide true certified copy complete audit final forensic internal audit said account furthermore order company validate debt please provide verification audit certification debt entry accordance accordance basel accord convention notice should fail provide u copy our agreement provide person name we communicate we consider matter end notify demand unsolicited good service regarded claim unjust enrichment contravention fair trading act unsolicited good service act forwarded our solicitor action your failure respond within day receipt notice rebut particularity everything document disagree lawful legal binding agreement admission fact everything document true correct legal lawful binding upon court anywhere united state america without protest objection represent your silence acquiescence see connally general construction notification legal responsibility first essential due process law also see tweel silence equated fraud legal moral duty speak inquiry left unanswered would intentionally misleading the recipient document obligated verify record correct correct record defect found notice to agent is notice to principal notice to principal is notice to agent silence is acquiescence,Fear
16250,i car   i incorrectly instructed dealership    let   repossess vehicle longer worked dealership would accept negative equity new car loan for two year   refused repossess vehicle i informed student could afford payment they told responsibility would take car worth le loan the loan remained credit since the status credit report say charged however report monthly payment late this fraudulent i tried call forward collection department but update reporting if account collection why trying collect,Fear
5200,i concerned validity accuracy recent investigation account reporting credit report last month i requested investigation i felt item reported legally couple day ago i received letter stating investigation complete please explain conducted investigation i contaced company said never spoke heard credit reporting agency this let know proper investigation electronic anything nothing done behalf please remove account see report derogatory mark take finance serious alleged medical debt ruined credit put delay closing home fix issue please,Sad
7902,fidelity national title insurance close date buyer      seller    there two incoming wire report account information traceable history fund originated we complete escrow file two transfer include bank routing aba number account number transaction summary withdrawal slip bank deposit slip the first wire we subpoenaed bank account going purchaser account escrow account transfer fund present either bank account the second wire we subpoenaed  company supposedly sent wire record say sent escrow the  incoming wire report escrow file match history money come the subpoenaed bank account escrow account show deposited escrow bank account the escrow provided hand written note incoming wire report  correct deposit name amount according quickbook detail we written numerous email escrow requesting history two deposit unfortunately documentation provided the escrow company claim traceable history deposit book transfer   our deposit transferred escrow bank account also book transfer   escrow file contains transaction summary account number withdrawal slip deposit slip why would two book transfer include detail book transfer the arizona department financial institution recommended file complaint they also requested escrow provide account detail two deposit the amount question depending total use without traceable history fund originated,Fear
18852,on i received alert  membership new inquiry added credit report i immediately went online check i applied given lender permission run credit i found inquiry came capital one i immediately called number listed credit report see going after speaking rep i informed someone applied approved credit card amount i told rep i apply fraudulent the rep said would report account fraudulent would take day credit report updated on i called capital one inquiry still credit report the rep told report ever done social i informed i filed report fraud rep he transferred dept i explained rep inquiry still reported   after lot back forth rep transferred fraud manager able look record verify sent request bureau indicating account fraudulent account removed i asked bureau would know delete inquiry well said yes i called approximately  inquiry still credit report i talked rep stated today account reported fraudulent which   hasnt updated i told really concern time ive called since stated account flagged fraud i explained i last called fraud manager told bureau updated fraudulent activity removed the rep transferred account manger named  he placed brief hold get info account reported fraud  verified date info sent bureau diff date call requested closed due fraudulent activity i requested info sent writing said wasnt possible  stated i would need file dispute department via mail phone email option file dispute i contacted bureau confirmed never received request capital one removed due fraud they remove inquiry creditor initiated inquiry request removed i received different information every time i speak capital one representative regard fraud case i lied given false date credit bureau contacted this inquiry caused credit score drop point hindering home buying process capital one negligent irresponsible whole process i demand immediate request sent credit bureau asap account inquiry removed due fraudulent activity i refuse wait day mail anything matter going since i told different manager capital one bureau contacted reality capital one failed allowed someone else open fraudulent account horrible regard fixing mistake swift manner something supposed resolved day still resolved last month unacceptable,Fear
18579,on i refinanced mortgage the account i    paid full    i contacted    multiple time requesting update account paid they stated person arena longer company i asked speak replacement the replacement  informed company reported quarterly would reported in i contacted   transferred back forth different people neither knew anything everyone reminded  person report longer they suggested i file complaint credit bureau get job we i two mortgage credit report company failed report payoff i spoke  guy charged company state i send request credit bureau order report payoff i told late paying would reported he responded contact credit bureau request submit payoff if case i informed back    sent document showing account paid balance  every financial institution report debt company exempt my mortgage    since it going year company held end bargain financial institution i pay   hire replacement fit job description fair,Fear
19178,claim i owe money provide documentation support claim update credit report negative information remove,Surprise
17049,i contacted company    working      somehow acquired account tempoe sent letter past month debt i owe i also received several phone call month past debt i submitted police report company last week proving fraudulent bill matter identity theft i continue harassed company original debtor employed try continue collect debt i filed police report reported information credit bureau,Fear
8723,someone impersonating td bank guided process resulted deducted checking account i immediately contacted td bank transaction listed pending said could anything posted once posted told i could dispute transaction they denied dispute if going deny dispute tell first place instead making waste extensive amount time energy beyond already gave away,Fear
3026,the credit bureau reporting erroneous information credit file,Fear
20619,yesterday i went  dealership test drove car i really thinking getting new vehicle i went home checked credit report make sure score clear while i noticed couple item credit report mine i need item deleted report i contacted ftc local police i working chapter  bankruptcy chapter  bankruptcy                  ,Fear
16310,after receiving a current copy of my credit report i discovered some entry that were idenitified a inquiry which qualified for deletion from my report,Surprise
10446, date  first  plus second  plus ive reached back first occured since havent gotten money back ive closed account time keep reopening im going get money back im issue chime bank theyre legally withholding fund overcharged chime credit builder account back  ive called countless time i called send loop circle i ask supervisor place hold min every time come back either make voice deeper pertaining someone else transfer wrote payment adjustment sent email system issue i went   commented i noticed ton comment others issue nothing done ive saved chat email im wanting money back theyve taking  dollar i need truly need help getting fund returned can please assist my account   i provide document anything else needed ive uploaded document last case,Fear
608,i extended vacation   infant recorded well fargo remains plan checking account on sunday  i phoned well fargo dispute transaction merchant charging service rendered product never received month period  fyi record disputed product charge hence pursuit dispute transaction sunday after identifying transaction banker advised i two option account would frozen claim team investigated dispute new debit card would issued i explicitly instructed i  traveling internationally one week my account blocked travel cost i must make order u travel the banker corrected explained well account already blocked so option request new card i explained  must travel  without question  area expires one week she placed call hold tried cancel account she returned explained due policy account blocked could unblocked may remain blocked quote business day i expressed disappointment politely i said well i pray prompt resolution account unblocked monday monday day flight   i also explicitly stated whatever reissue new card i returning soon  absolutely must travel internationally one week she agreed we finished call on wednesday  i received automated email well fargo received evening cest stating new debit card issued mailed former mailing address against explicit instruction reissue card i phoned well fargo friday  spoke banker including supervisor duty  i explained banker situation bank put simply without access sole account feed clothe diaper provide infant i new debit card issued  may take week great distress i adult  infant business airfare non refundable booked   hotel accommodation  already booked must forfeit seriousness stranded regional  financial mean subsequently overstay  pas illegal  we   banned  country year the malpractice banker well fargo put infant i extreme risk hardship we made homeless   year ago squatter overran  rental  failed compensate  damage since arriving  family friend opened home u i trying launch business the negligence banker well fargo severed opportunity temporary home baby i well fargo fully accountable all conversation well fargo recorded per regulation available subpoena,Fear
493,citibank closed credit card account when claim i forfeited reward point i advanced notice account closure i would used point i a statement i  point citi saying point forfeited,Surprise
6288,on car broken ssn card dl debit card stolen contacted police made report  police   tx i called chase bank report debit card stolen received call chase bank        tx  phone    she stated i trying make deposit i stated i home said tryting deposit  make  withdraw i said no made statement someone drive thru trying make deposit alerted police i told process check the criminal managed flee scene i immediately called chase number confirm call also fraud stated contacted time make investigation i offered incident report police call i made day one wanted take i walked chase bank institution following day said i need they advised open new account investigated in course day i chase bank attempt misc withdraws new account make old account positive which i told old account would restricted several mistake made look check name mispelled signature i  fund account withdrawn chase bank negligent allowing check process seeing i report stolen debit card alert process check chase bank consistantly turned new account negative day crediting back i contact fraud department recovery department claim dept research dept customer service one able assist give information they state department resposible i left without answer without assistance day account stand negative the instution video footage phone call recording yet still day unable make resolution investigation they closed account day make negative account positive instead sending collection tapped new account buy additional day find resolution while i stand negative account single mother  child all utility bill coming back stating account declined monday  bank closed i spent day bank today without able get temporary credit continue investigation this error also happened day  holiday leaving child american holiday negative account day the bank negligent several error left dark,Fear
3294,i received multiple call ever single day month they released social security number family member the phone calling  they repeatedly tell gon na call hang they say  claim wachovia bank well fargo i called well fargo stated i claim balance owed they call family member everyday they refuse mail debit collection they mock call disconnect they releasing call ia recorded call they released ssn said call recorded,Surprise
3254,the debt belong please remove credit report,Happy
19595,i filing formal complaint well fargo bank improperly protecting account fraudulent debit card transaction attempting accuse fraudulent transaction order avoid covering lost fund caused negligence on i opened checking account well fargo order deposit fund raised part effort produce independent film i developed screenplay through   successful raising a portion money directly deposited new well fargo account in interim well fargo mailed new debit card address well pin code separate mailing both stolen u mail access used take cash well purchase item  others i detected fraud i logged deposit additional fund raised another investor i reported fraudulent activity well claim     police case   precinct overseen detective   the initial response well fargo issue would corrected day fund replaced not hearing anything i contacted well understand delay informed intention refunding money falsely accused either taking fund sharing information another take fund neither true according well fargo consider matter closed a i formally filing complaint order reimbursed well fargo negligence inadequate delivery security measure delivering new debit card urban area i would like discus understand protection situation state new york protect flawed practice well fargo please feel free contact ,Fear
9555,the following list step around issue last winter   i requested well fargo help manage checking account it negative balance i longer online banking service branch area i asked i could deposit money account they said would take kind payment phone i open new account for unknown reason said close original account transfer money new account opened set use online banking i used online banking make payment bring balance  balance i called week later asked close new account they said could close opened long enough i wait i waited another month called they said would close account the account never closed i called told thing account opened long enough i still wait i received statement mail service charge  balance i sent written letter first week stating service charge result closing account asked account closed on i received letter saying could close account balance i writing ask get rid service charge close account please note performed many activity seem legal opened unnecessary account valid reason would allow account closed charged fee account,Fear
21529,i know   i owe amount i idea account i also owe   unknown account     i idea i owe,Fear
11351,i signed new pnc cash reward credit card suppose get bonus i spent billing cycle i unfortunately  pnc blame i receiving promotion refused compensation numerous phone bank correspondence i asking cfpb send  pnc complaint timely response failing honor advertised promotion reason ask include legal address send possible future notice appearance unable resolve matter furthermore complaint sent cfpb take note may upon investigation possibly trigger discovery predatory banking practice unfair business practice possible violation dodd frank consumer protection act opening new account credit cosumers false pretense unfair business consumer also unfair big bank like     offer competing offer,Fear
19642,newrez shellpoint made numerous attempt force foreclosure property beginning buying newpenn loan changing detail like due date amount due build late fee charge unethical watch dog insurance tax account i fortunate catch first attempt escrowing homeowner insurance unfortunately i realize length would go property tax begin correspondence this qualified written request section real estate settlement procedure act respa i writing request removal unauthorized escrow placed account i sent previous written request since  acknowledged i spent countless hour phone collection agent reach loan service representative matter i speak three number listed correspondence in fact letter specifically say call    ext  i called multiple time operator tell extension exist system i requested supervisor intervention call multiple time still spoken anyone collection agent this situation newrezshellpoint created escalated concerning domino effect throughout payment process mortgage property tax even scheduled principal interest payment payment continue posted i payed tax  last year miscalculated by  i payed shortage in mean time without authorization agent  hijacked property tax account entered  county property tax website changed billing address address address this mean request payment refund refund payment sent  address i never notified occurred gotten credit account payment a tax payment scheduled month advance first half payment due made unknown agent made payment well meaning full year tax are paid and i repaid tax payment newrez now mortgage tax checking account completely sync newrez want payment future tax payment wo exist i request speak loan service officer resolve following a audit account payment b back unauthorized escrow consequential fee incurred since inception c calculate payment required return monthly mortgage payment original contracted cost end escrow account end all request either ignored finally one phone call denied after hanging call i immediately received text telling i requested stop text message notification i able get notification turned back all email correspondence also turned account the website would let restart either i make call get email turned back however incorrect payout report i received nothing email the intent process newrezshellpoint clearly attempt force foreclosure property unethical business practice well many many review complaint similar mine i decided simply pay loan i requested itemized payout report sent via mail email the report sent email incorrect it week back forth many call call back losing cool many time healthy due disconnect i still request received payout report mail i did receive loss mitigation packet quite opposite requested payout report i attempted two hour reach spoc luck after hour phone call multiple disconnect read hangups finally got loss mitigation all could verify address phone email said report mail to honest concern time wont recognize payout i lose house before company bought loan i good standing credit score give take couple questionable medical bill,Fear
12838,contacted experian   regarding inaccuracy reported account contained credit file   via certified mail submitted information indicating inaccuracy however credit bureau failed respond within allotted day time frame i received response regarding dispute i communicated writing credit bureau listed date day,Fear
15892,see ftc fcra violation credit system intl in original creditor   balance updated,Fear
4274,my wife i moved back  since time  attempt someone applied credit card chase bank wife name these application used old street address each time happens i call ed chase indi cate application fraudulent application denied i spoken multiple time bo th amazon chase customer service indicating i intention applying amazon chase credit card i would like deny application name indicated anything help they directed help neither accountable problem an amazon agent indicate one time would call chase behalf n effect,Fear
16102,on auto rental company claim administrator requested i pay administrative fee related insurance claim paid     paid fee except administrative fee i failed pay administrative fee mistake the invoice unpaid administrative fee attached in  assumed claim administrator forwarded debt jnr adjustment company located     fl   collection the claim administrator original debt confirms refers jnr adjustment company point on jnr adjustment company sent letter attached indicating i owe it month since jnr received debt collection jnr adjustment company added fee interest debt on i notified jnr i hereby dispute validity debt full,Surprise
18345,i recognize account i never applied company i contract agreement company,Fear
16232,i received correspondence fco attempt collect debt fco listed creditor account information listed please advised refusal pay debt notice pursuant fair debt collection practice act usc sec b claim disputed validation required no dunning notice provided i knowledge account knowledge contract institution i request please verify following information assist identifying whether debt full original account date original account any written agreement diversified consultant stating i agreed pay alleged consumer address original account date first itemized calculation alleged debt original signed contract creditor copy a copy payment made beginning ending balance original creditor if fco unable provide identifying account information i recourse presume debt invalid fraudulent request account deletion any credit reporting agency without discussion payment full partial attempt verify validity alleged debt i appreciate transparency conduct communication written correspondence following email address name   email address  mailing      mi  absolutely phone call fco manner permitted i cease communication invoking legal right request fco cease communication presumption debt invalid i zero responsibility part whole repayment said assistance,Fear
12362,applying home loan month suddenly collection appears credit report party collection agency sequium asset solution the collection referred   in i victim identity theft someone opened account  i followed necessary step removed credit report i credit agency flag account identity theft i filed report ftc also put credit freeze agency whomever opened account   able seeing credit frozen flagged identity theft i disputed account credit agency submitted fraud affidavit   filed report ftc spend small sum money alot time trying straighten telling take week investigate this cost hundred thousand interest home loan with safeguard i put place account never opened   tried run credit i really need corrected asap,Fear
18268,following company ran unauthorized credit inquiry i give permission inquire credit delete misleading information                                          ,Fear
13256,this general complaint applicable all card specific date name etc the problem making purchase amount immediately posted accound make return even part total purchase wait number week credit posted well someone cc processing agency making lot money little trick big inconvenience consumer it baloney credit immediately posted purchase part inconvenience need remember check credit returned week week couple month passed and then you make lot call figure convince someone something went wrong consumer are getting ripped off in this arrangement it need to change this receive high priority applies card thank reply,Fear
2048,on i applied loan bank contacted said freeze report experian i first tried call i directed web site i account i logged follow step remove freeze after completing i get message say something went wrong call  number i called number automated service i give info ask follow prop go matter i select end hang resolution so i tried email several time result want call  number i called i need speak person get issue resolved there lack response big problem able get loan,Fear
5887,mr bpo llc never contacted reported three credit bureau      removed collection per complaint  removed collection date original creditor  received equipment device  device   store      tx   tracking   shipment id ,Surprise
8870,yes involves three bureau it fica also there judgement file i holder among others credit card company went business the business owed credit card money they could collect company company went broke so credit card company sued employee held company credit card not knowing could liable others also ignored credit card company file suit employee i one got judgement others company debt  judgement report if going show reason judgement i still contesting next shopping mortgage i looking rate suitable it may take one month it may take six month in meantime hard pull made time credit score go look payment portion credit time never late paid amount sometime month ti dropped score low it uncalled i disagree fair  record inquires make credit score drop,Fear
16862,my bank america u pride credit card went missing make charge currently card i already reported card missing many month ago unauthorized charge not account still moreover i told upon reporting visa zero liability policy guarantee customer would held responsible unauthorized charge made account so fact still yet fixed breach policy,Fear
3526,i automatic payment set account least year a month ago i noticed larger normal withdrawal payment they stated insurance bee canceled charging additional  forced insurance i provided proff insurance lapsed i told i would pay additional fund three month regardless their reasoning could make escrow analysis i continued making payment proper amount the money placed suspense account still withdrew forced insurance fir leaving payment short charging late fee call email account manager never answered the phone number given work call customer service placed hold dropped,Fear
1414,i writing due  experian  they failed remove information affiliated personal detail challenged past i strongly believe violation fcra outright refusing uphold law,Sad
10514,i checked credit report stated i score   i checked credit report stated i score  thing done differently short time frame contacting loan service deferring payment student loan part coronavirus relief bill passed congress signed president donald trump friday lender must stop payment federally held student loan   during time interest accrue loan nonpayment period used affect credit score person qualification loan forgiveness according bill text month loan payment suspended treated borrower loan made payment united state congress negatively impacting credit score violation act congress credit reporting agency also failed protect maximum accuracy provision fcra usc et al insuring student loan servicer complied relevant rule required fcra reckless wanton disregard rule law adversely impacted credit score i continuing suffer irreparable harm act committed recklessness cras    ,Fear
6325,i company disputed account told account updated validated requirement met i wondering truthful account vaildated still reporting inaccurate information violation right keep done i sick credit hindered reporting inaccurate information gassing right need deleted right now this reporting information isnt even credit file also even original creditor information listed possible account vaildated it need to be deleted now i included screenshots account see information isnt across boreds listing wrongful information i sick told vaildated violation right keep happy al date inaccurate last payment date closed date open account type even original creditor keep stating u vaildated account still reporting inconsistency need delete account now,Fear
17066,i spoke    informed i received letter  removed credit report yet still  informed notified bureau electronically delete trade line going send three bureau another electronic message delete trade line still three credit report i letter  stating deleted,Fear
13760,i resided   apartment decided renew lease i gave   notice regarding decision timely manner on i completed inspection satisfactorily returned key i pay  rent however went magistrate court i spoke lawyer represented   agreed i owed at time   forwarded debt professional debt mediation professional debt mediation mediator work behalf   professional debt mediation placed debt amount credit report i disputed amount   professional debt mediation credit agency i would like resolve matter soon possible i applied apartment denied due rental history  property manager   refuse contact lawyer retrieve accurate amount owed i want pay erroneous debt removed credit agency involved,Fear
13506,according fair credit reporting act section a required federal law verify physical verification original signed consumer contract account post credit report otherwise anyone paying reporting service could fax mail email fraudulent account i demand see verifiable proof original consumer contract signature file account listed your failure positively verify account hurt ability obtain credit under fcra unverified account must removed unable provide copy verifiable proof must remove account listed i demand following account verified original consumer contract removed immediately attorney general    attorney general           ,Fear
5737, violation consumer protection law,Surprise
13505,do i contract please send certified copy contract exist    gurstel law firm debt penalty perjury per breach contract violating arbitration clause pursuant regulation z right rescission i rescind entire consumer transaction according fdcpa after checking record company not provided contract signed together if provide agreement u day agree pay fee usd contacting without written express consent i also file harassment identity theft charge please also send account,Fear
13333,the machine took money i called emergency department within bank america branch report bank america contacted  ca  took check give receipt kept card machine minute i plead lady named   emergency department bank america put least two within account i afford medication i declined i making complaint,Fear
1454,hello i two account    i judgement there multiple inaccuracy account in addition i come payment plan account month account  balance month acount  balance    recorded payment credit report also    continued report past due balance charge i made every payment time past due balance due multiple inaccuracy please delete account asap severe violation fcra thank  ,Fear
